Date,Month,Day_of_Year,Week_of_Year,Temperature,Humidity,Rainfall_mm,NDVI,Vector_Density,Livestock_Density,Hosp_Bed_Occupancy,Vax_Coverage,Med_Supply_Index,Sanitation_Index,Healthcare_Worker_Ratio,Transit_Usage,Travel_Index,Mass_Gathering,Search_Volume,Social_Sentiment,Clinic_Visit_Surge,Cases_Lag_7,Cases_Lag_14,Cases_Roll_Avg_7,Cases_Roll_Avg_14,Cases_Roll_Avg_30,Cases_Growth_Rate_7d,Cases_Growth_Rate_14d,Case_Count,Outbreak_Label,Risk_Level
2022-05-02,5,122,18,29.14,28.9,0.0,0.05,0.185,343.0,51.29,0.617,0.685,0.521,2.78,0.681,0.41,0,95,0.295,0.863,7,6,5.71,5.79,5.47,-0.2857,-0.1667,5,0,Low
2022-05-03,5,123,18,33.89,34.96,0.0,0.05,0.114,450.0,81.93,0.636,0.621,0.612,1.96,0.507,0.267,0,111,0.49,1.022,5,5,5.57,5.71,5.4,-0.2,-0.2,4,0,Low
2022-05-04,5,124,18,28.41,28.64,0.0,0.05,0.18,477.0,99.0,0.58,0.816,0.633,2.69,0.637,0.489,0,112,0.436,0.965,7,4,5.29,5.79,5.37,-0.2857,0.25,5,0,Low
2022-05-05,5,125,18,32.51,46.89,0.0,0.05,0.239,445.0,74.98,0.614,0.787,0.609,2.63,0.321,0.394,0,103,0.491,0.45,5,6,5.14,5.64,5.37,-0.2,-0.3333,4,0,Low
2022-05-06,5,126,18,35.84,27.26,0.0,0.05,0.192,503.0,60.64,0.588,0.777,0.61,2.83,0.538,0.106,0,116,0.307,0.769,7,5,4.71,5.57,5.3,-0.4286,-0.2,4,0,Low
2022-05-07,5,127,18,29.6,36.63,0.0,0.05,0.118,481.0,61.65,0.585,0.713,0.684,2.57,0.413,0.452,0,99,0.42,0.723,6,6,4.43,5.43,5.27,-0.3333,-0.3333,4,0,Low
2022-05-08,5,128,18,30.58,38.95,4.6,0.05,0.186,474.0,78.13,0.565,0.696,0.482,3.07,0.95,0.14,0,90,0.295,1.224,5,8,4.29,5.14,5.3,-0.2,-0.5,4,0,Low
2022-05-09,5,129,19,32.03,38.02,0.0,0.05,0.127,306.0,75.85,0.511,0.855,0.609,2.45,0.415,0.156,0,90,0.601,0.929,5,7,4.0,4.86,5.13,-0.4,-0.5714,3,0,Low
2022-05-10,5,130,19,30.94,34.83,0.0,0.061,0.113,396.0,69.16,0.599,0.862,0.515,2.39,1.0,0.394,0,104,0.075,0.5,4,5,4.0,4.79,5.13,0.0,-0.2,4,0,Low
2022-05-11,5,131,19,28.97,35.56,0.0,0.05,0.179,551.0,79.53,0.614,0.771,0.653,2.11,0.727,0.446,0,98,0.076,0.783,5,7,3.71,4.5,5.13,-0.4,-0.5714,3,0,Low
2022-05-12,5,132,19,32.32,37.01,1.18,0.05,0.168,564.0,51.36,0.534,0.798,0.541,2.13,0.572,0.315,0,89,0.221,1.294,4,5,3.43,4.29,5.0,-0.5,-0.6,2,0,Low
2022-05-13,5,133,19,30.18,36.28,0.0,0.05,0.211,353.0,79.54,0.58,0.739,0.427,2.09,0.771,0.216,0,101,0.228,0.85,4,7,3.29,4.0,4.9,-0.25,-0.5714,3,0,Low
2022-05-14,5,134,19,33.37,43.36,0.0,0.05,0.145,435.0,74.38,0.61,0.61,0.655,2.59,0.553,0.241,0,104,0.075,0.83,4,6,3.14,3.79,4.87,-0.25,-0.5,3,0,Low
2022-05-15,5,135,19,30.69,51.26,1.04,0.05,0.149,586.0,62.04,0.57,0.642,0.581,2.39,0.439,0.237,0,94,0.043,0.957,4,5,2.86,3.57,4.7,-0.5,-0.6,2,0,Low
2022-05-16,5,136,20,35.75,35.08,0.0,0.05,0.15,443.0,57.67,0.617,0.812,0.625,2.63,0.662,0.231,0,90,0.542,1.056,3,5,2.71,3.36,4.6,-0.3333,-0.6,2,0,Low
2022-05-17,5,137,20,31.19,30.64,0.0,0.064,0.1,491.0,73.21,0.577,0.822,0.7,2.02,0.755,0.197,1,81,0.32,0.964,4,4,2.71,3.36,4.6,0.0,0.0,4,0,Low
2022-05-18,5,138,20,32.22,38.77,0.0,0.05,0.202,615.0,86.07,0.566,0.804,0.626,2.16,0.842,0.344,0,100,0.306,1.256,3,5,2.71,3.21,4.5,0.0,-0.4,3,0,Low
2022-05-19,5,139,20,34.6,55.22,1.97,0.05,0.299,471.0,69.72,0.619,0.748,0.612,2.15,0.725,0.46,0,102,0.36,0.964,2,4,2.86,3.14,4.43,0.5,-0.25,3,0,Low
2022-05-20,5,140,20,30.62,35.36,1.72,0.05,0.15,460.0,63.47,0.554,0.807,0.597,3.37,0.571,0.223,0,111,0.638,1.169,3,4,2.86,3.07,4.4,0.0,-0.25,3,0,Low
2022-05-21,5,141,20,33.64,50.47,3.38,0.05,0.156,487.0,73.91,0.56,0.715,0.52,2.43,0.858,0.175,0,82,0.371,1.049,3,4,2.71,2.93,4.27,-0.3333,-0.5,2,0,Low
2022-05-22,5,142,20,35.91,51.16,8.61,0.05,0.177,648.0,90.21,0.555,0.77,0.585,2.47,0.824,0.435,0,98,0.33,0.677,2,4,3.0,2.93,4.23,1.0,0.0,4,0,Low
2022-05-23,5,143,21,30.18,38.23,0.45,0.05,0.125,536.0,76.31,0.548,0.704,0.738,2.47,0.69,0.397,0,105,0.235,1.446,2,3,3.29,3.0,4.17,1.0,0.3333,4,0,Low
2022-05-24,5,144,21,33.87,45.43,0.09,0.057,0.255,502.0,77.39,0.587,0.635,0.574,3.12,0.832,0.472,0,112,0.458,1.289,4,4,3.14,2.93,4.0,-0.25,-0.25,3,0,Low
2022-05-25,5,145,21,34.12,52.25,2.24,0.061,0.153,458.0,84.23,0.568,0.789,0.589,1.85,0.978,0.166,0,96,0.338,0.858,3,3,3.14,2.93,3.87,0.0,0.0,3,0,Low
2022-05-26,5,146,21,35.26,40.68,0.3,0.104,0.154,543.0,76.73,0.598,0.822,0.688,2.48,0.568,0.158,0,115,0.647,0.972,3,2,3.29,3.07,3.83,0.3333,1.0,4,0,Low
2022-05-27,5,147,21,31.32,42.21,0.0,0.104,0.095,553.0,64.19,0.531,0.918,0.492,1.85,0.515,0.317,0,97,0.321,1.154,3,3,3.14,3.0,3.67,-0.3333,-0.3333,2,0,Low
2022-05-28,5,148,21,31.24,40.42,0.0,0.073,0.171,414.0,54.55,0.55,0.741,0.643,1.55,0.564,0.346,0,120,0.531,1.045,2,3,3.14,2.93,3.57,0.0,-0.3333,2,0,Low
2022-05-29,5,149,21,35.02,38.3,0.13,0.05,0.176,555.0,62.78,0.585,0.636,0.489,2.21,0.448,0.292,0,101,0.222,1.027,4,2,3.0,3.0,3.43,-0.25,0.5,3,0,Low
2022-05-30,5,150,22,34.66,40.98,0.0,0.126,0.116,488.0,60.95,0.628,0.694,0.628,2.66,0.739,0.34,0,112,0.22,1.126,4,2,3.0,3.14,3.37,0.0,1.0,4,0,Low
2022-05-31,5,151,22,34.66,38.02,0.64,0.084,0.138,502.0,78.59,0.596,0.709,0.598,2.18,0.409,0.172,0,92,0.021,1.088,3,4,2.86,3.0,3.27,-0.3333,-0.5,2,0,Low
2022-06-01,6,152,22,34.94,46.06,0.97,0.05,0.263,429.0,79.98,0.567,0.732,0.643,2.66,0.84,0.292,0,94,0.493,1.09,3,3,3.0,3.07,3.23,0.3333,0.3333,4,0,Medium
2022-06-02,6,153,22,32.97,41.73,4.43,0.083,0.192,468.0,73.76,0.54,0.758,0.529,2.54,0.549,0.363,0,104,0.343,1.023,4,3,2.86,3.07,3.2,-0.25,0.0,3,0,Low
2022-06-03,6,154,22,34.88,48.24,0.0,0.05,0.179,418.0,59.31,0.566,0.749,0.563,2.44,0.854,0.273,0,95,0.465,1.16,2,3,2.86,3.0,3.1,0.0,-0.3333,2,0,Low
2022-06-04,6,155,22,35.08,38.0,0.0,0.086,0.181,414.0,89.87,0.584,0.782,0.646,3.01,0.266,0.372,0,109,0.655,1.052,2,2,3.14,3.14,3.1,1.0,1.0,4,0,Medium
2022-06-05,6,156,22,33.14,49.83,1.81,0.05,0.252,530.0,67.84,0.515,0.736,0.564,2.26,0.592,0.28,0,91,0.198,1.059,3,4,3.14,3.07,3.07,0.0,-0.25,3,0,Low
2022-06-06,6,157,23,38.38,53.34,1.37,0.05,0.154,472.0,78.03,0.549,0.542,0.653,2.65,0.456,0.233,0,98,0.17,1.344,4,4,3.0,3.0,3.03,-0.25,-0.25,3,0,Low
2022-06-07,6,158,23,35.67,36.88,0.0,0.104,0.159,396.0,72.49,0.564,0.738,0.615,1.78,0.853,0.221,0,96,0.208,1.108,2,3,3.0,2.93,2.97,0.0,-0.3333,2,0,Low
2022-06-08,6,159,23,32.42,51.6,3.17,0.127,0.175,674.0,74.09,0.578,0.727,0.569,2.54,0.902,0.264,0,102,0.0,1.083,4,3,2.86,2.93,2.97,-0.25,0.0,3,0,Low
2022-06-09,6,160,23,36.18,57.23,1.66,0.094,0.11,410.0,77.68,0.585,0.764,0.578,2.4,0.298,0.109,0,83,0.315,0.778,3,4,2.71,2.79,2.9,-0.3333,-0.5,2,0,Low
2022-06-10,6,161,23,32.99,43.11,0.06,0.068,0.122,587.0,65.04,0.568,0.691,0.6,2.03,0.78,0.367,0,88,0.509,0.79,2,2,2.71,2.79,2.87,0.0,0.0,2,0,Low
2022-06-11,6,162,23,36.58,60.92,3.61,0.05,0.264,382.0,85.05,0.602,0.738,0.585,2.66,0.81,0.438,0,102,0.359,1.285,4,2,2.71,2.93,2.93,0.0,1.0,4,0,Medium
2022-06-12,6,163,23,37.39,53.91,1.7,0.081,0.241,537.0,56.2,0.591,0.764,0.651,2.2,0.699,0.242,0,102,0.067,1.143,3,3,2.71,2.93,2.93,0.0,0.0,3,0,Low
2022-06-13,6,164,24,33.49,47.68,4.94,0.123,0.241,480.0,61.61,0.576,0.707,0.574,3.19,0.738,0.118,0,103,0.286,1.229,3,4,2.71,2.86,2.93,0.0,-0.25,3,0,Low
2022-06-14,6,165,24,37.12,52.09,3.93,0.086,0.18,450.0,84.92,0.607,0.774,0.56,1.53,0.727,0.495,0,115,0.373,1.049,2,2,2.71,2.86,2.93,0.0,0.0,2,0,Low
2022-06-15,6,166,24,36.08,56.29,3.65,0.106,0.18,516.0,77.9,0.605,0.726,0.664,2.6,0.78,0.205,0,108,0.523,1.099,3,4,2.57,2.71,2.93,-0.3333,-0.5,2,0,Low
2022-06-16,6,167,24,36.96,53.91,3.29,0.102,0.117,505.0,97.4,0.544,0.733,0.57,2.52,0.486,0.151,1,86,0.493,0.964,2,3,3.0,2.86,2.97,1.5,0.6667,5,0,High
2022-06-17,6,168,24,39.16,57.2,2.68,0.101,0.262,435.0,72.68,0.587,0.486,0.562,2.39,0.83,0.248,0,111,0.288,0.993,2,2,3.29,3.0,3.0,1.0,1.0,4,0,Medium
2022-06-18,6,169,24,34.93,48.96,4.87,0.126,0.256,431.0,89.0,0.615,0.628,0.426,2.29,0.681,0.395,0,99,0.287,0.896,4,4,3.43,3.07,3.07,0.25,0.25,5,0,High
2022-06-19,6,170,24,33.96,56.02,3.58,0.114,0.247,374.0,53.43,0.62,0.629,0.527,2.53,0.672,0.218,0,103,0.457,1.333,3,3,3.71,3.21,3.13,0.6667,0.6667,5,0,High
2022-06-20,6,171,25,33.74,47.03,2.02,0.205,0.266,524.0,57.86,0.6,0.737,0.541,2.92,0.735,0.33,0,91,0.243,0.822,3,3,3.86,3.29,3.2,0.3333,0.3333,4,0,Medium
2022-06-21,6,172,25,33.93,55.37,5.03,0.05,0.218,400.0,80.96,0.582,0.822,0.562,1.83,0.459,0.266,0,106,0.504,1.077,2,2,4.0,3.36,3.17,0.5,0.5,3,0,Low
2022-06-22,6,173,25,35.45,51.13,0.87,0.116,0.266,500.0,54.6,0.602,0.711,0.549,2.18,0.417,0.147,0,122,0.231,0.961,2,3,4.43,3.5,3.2,1.5,0.6667,5,0,High
2022-06-23,6,174,25,36.33,52.65,3.82,0.105,0.195,547.0,70.03,0.614,0.788,0.669,2.08,0.632,0.232,0,85,0.629,1.238,5,2,4.14,3.57,3.2,-0.4,0.5,3,0,Low
2022-06-24,6,175,25,36.24,65.0,3.43,0.165,0.15,517.0,83.67,0.593,0.772,0.546,2.06,0.882,0.39,0,100,0.392,1.057,4,2,4.43,3.86,3.3,0.5,2.0,6,0,High
2022-06-25,6,176,25,37.38,64.64,3.78,0.163,0.286,442.0,77.01,0.597,0.731,0.551,2.64,0.472,0.345,0,92,0.0,1.115,5,4,4.29,3.86,3.3,-0.2,0.0,4,0,Medium
2022-06-26,6,177,25,35.79,62.26,3.27,0.246,0.126,573.0,72.11,0.583,0.766,0.611,2.74,0.676,0.148,0,94,0.465,1.052,5,3,4.0,3.86,3.33,-0.4,0.0,3,0,Low
2022-06-27,6,178,26,38.7,52.56,8.19,0.268,0.236,467.0,67.51,0.55,0.74,0.523,2.93,0.542,0.165,0,115,0.396,0.752,4,3,4.0,3.93,3.4,0.0,0.3333,4,0,Low
2022-06-28,6,179,26,35.29,57.73,5.43,0.138,0.252,393.0,74.02,0.585,0.709,0.709,2.74,0.522,0.356,0,105,0.438,1.138,3,2,4.0,4.0,3.4,0.0,0.5,3,0,Low
2022-06-29,6,180,26,41.29,67.42,5.9,0.182,0.304,477.0,77.77,0.571,0.751,0.656,2.77,0.725,0.425,0,115,0.755,0.975,5,2,3.71,4.07,3.37,-0.4,0.5,3,0,Low
2022-06-30,6,181,26,37.13,61.5,4.9,0.197,0.337,547.0,65.39,0.571,0.836,0.518,1.94,0.764,0.24,0,87,0.303,0.81,3,5,3.86,4.0,3.43,0.3333,-0.2,4,0,Low
2022-07-01,7,182,26,34.18,75.07,6.67,0.153,0.209,446.0,75.72,0.634,0.758,0.671,3.09,0.532,0.338,0,93,0.071,0.647,6,4,3.43,3.93,3.4,-0.5,-0.25,3,0,Low
2022-07-02,7,183,26,33.78,64.02,8.68,0.23,0.228,570.0,82.78,0.62,0.737,0.686,2.42,0.858,0.168,0,100,0.578,0.796,4,5,3.43,3.86,3.43,0.0,-0.2,4,0,Low
2022-07-03,7,184,26,36.9,63.31,4.03,0.193,0.233,438.0,69.78,0.541,0.65,0.52,2.91,0.713,0.225,0,107,0.03,1.191,3,5,3.57,3.79,3.5,0.3333,-0.2,4,0,Low
2022-07-04,7,185,27,35.51,60.81,3.12,0.157,0.137,449.0,72.68,0.56,0.833,0.518,1.95,0.614,0.108,0,127,0.216,1.44,4,4,3.57,3.79,3.5,0.0,0.0,4,0,Low
2022-07-05,7,186,27,37.4,63.96,3.15,0.202,0.178,416.0,76.84,0.581,0.607,0.557,2.4,0.702,0.407,0,95,0.358,1.03,3,3,3.71,3.86,3.53,0.3333,0.3333,4,0,Low
2022-07-06,7,187,27,36.93,62.74,5.63,0.172,0.19,555.0,77.51,0.573,0.584,0.501,2.88,0.955,0.26,0,89,0.188,0.751,3,5,3.86,3.79,3.57,0.3333,-0.2,4,0,Low
2022-07-07,7,188,27,35.84,68.4,6.33,0.28,0.213,496.0,80.78,0.602,0.75,0.545,2.51,0.763,0.426,0,93,0.339,1.104,4,3,3.86,3.86,3.63,0.0,0.3333,4,0,Low
2022-07-08,7,189,27,34.3,70.38,5.05,0.329,0.266,422.0,61.86,0.556,0.65,0.572,2.2,0.545,0.383,0,93,0.326,1.269,3,6,4.0,3.71,3.67,0.3333,-0.3333,4,0,Low
2022-07-09,7,190,27,32.97,60.41,2.13,0.252,0.155,468.0,66.71,0.622,0.807,0.635,3.02,0.647,0.431,0,100,0.626,1.48,4,4,3.86,3.64,3.7,-0.25,-0.25,3,0,Low
2022-07-10,7,191,27,35.11,57.62,5.18,0.252,0.219,254.0,67.08,0.592,0.585,0.606,2.03,0.67,0.214,0,89,0.0,1.316,4,3,3.86,3.71,3.77,0.0,0.3333,4,0,Low
2022-07-11,7,192,28,37.71,55.07,1.04,0.26,0.233,562.0,62.96,0.583,0.797,0.59,2.49,0.75,0.174,0,104,0.366,1.056,4,4,3.86,3.71,3.77,0.0,0.0,4,0,Low
2022-07-12,7,193,28,36.42,69.62,6.36,0.317,0.309,486.0,54.02,0.593,0.786,0.566,2.76,0.686,0.489,0,97,0.184,1.144,4,3,3.71,3.71,3.77,-0.25,0.0,3,0,Low
2022-07-13,7,194,28,33.5,60.42,9.11,0.322,0.186,308.0,39.46,0.582,0.729,0.508,3.34,0.934,0.387,1,114,0.249,0.819,4,3,4.0,3.93,3.87,0.5,1.0,6,0,High
2022-07-14,7,195,28,36.33,54.6,2.07,0.264,0.213,383.0,83.95,0.533,0.552,0.641,2.32,0.616,0.434,0,86,0.472,1.199,4,4,3.86,3.86,3.9,-0.25,-0.25,3,0,Low
2022-07-15,7,196,28,36.74,70.31,4.6,0.289,0.333,466.0,56.46,0.595,0.582,0.64,2.39,0.391,0.105,0,105,0.443,1.233,4,3,3.71,3.86,3.93,-0.25,0.0,3,0,Low
2022-07-16,7,197,28,34.19,83.4,9.12,0.315,0.393,395.0,87.67,0.585,0.739,0.557,2.32,0.682,0.242,0,101,0.412,0.4,3,4,4.14,4.0,3.97,1.0,0.5,6,0,High
2022-07-17,7,198,28,36.25,68.87,7.17,0.231,0.368,563.0,79.39,0.566,0.701,0.523,2.6,0.584,0.397,0,95,0.124,1.036,4,4,4.0,3.93,3.93,-0.25,-0.25,3,0,Low
2022-07-18,7,199,29,36.05,74.39,6.46,0.355,0.361,533.0,67.94,0.628,0.778,0.709,2.74,0.424,0.131,0,86,0.564,1.373,4,4,3.71,3.79,3.83,-0.5,-0.5,2,0,Low
2022-07-19,7,200,29,33.62,70.3,10.88,0.387,0.366,529.0,78.16,0.616,0.715,0.617,2.94,0.544,0.327,0,106,0.192,0.832,3,4,3.71,3.71,3.77,0.0,-0.25,3,0,Low
2022-07-20,7,201,29,36.6,69.67,4.04,0.364,0.15,292.0,76.25,0.669,0.708,0.628,2.8,0.596,0.272,1,108,0.6,0.469,6,4,3.71,3.86,3.83,0.0,0.5,6,0,High
2022-07-21,7,202,29,36.98,76.22,6.65,0.25,0.334,458.0,60.98,0.621,0.526,0.631,2.3,0.821,0.107,1,98,0.233,0.993,3,4,4.71,4.29,4.07,2.3333,1.5,10,0,High
2022-07-22,7,203,29,38.0,69.4,6.41,0.22,0.27,444.0,71.85,0.577,0.786,0.516,2.83,0.428,0.194,0,87,0.536,1.269,3,4,4.71,4.21,4.0,0.0,-0.25,3,0,Low
2022-07-23,7,204,29,37.92,73.18,8.61,0.36,0.311,424.0,62.2,0.569,0.668,0.705,2.54,0.702,0.214,0,110,0.368,1.1,6,3,4.43,4.29,4.03,-0.3333,0.3333,4,0,Low
2022-07-24,7,205,29,33.02,73.93,5.18,0.292,0.25,467.0,78.54,0.582,0.688,0.572,2.8,0.983,0.145,0,100,0.049,1.007,3,4,4.71,4.36,4.0,0.6667,0.25,5,0,Medium
2022-07-25,7,206,30,33.87,68.42,6.9,0.35,0.28,410.0,64.85,0.577,0.634,0.658,2.82,0.624,0.353,0,106,0.286,0.769,2,4,5.0,4.36,4.0,1.0,0.0,4,0,Low
2022-07-26,7,207,30,36.74,78.79,7.37,0.419,0.257,517.0,71.03,0.6,0.597,0.702,3.15,0.619,0.197,0,75,0.656,0.725,3,3,5.29,4.5,4.07,0.6667,0.6667,5,0,Medium
2022-07-27,7,208,30,36.7,72.2,5.45,0.315,0.317,561.0,70.6,0.551,0.838,0.606,2.36,0.758,0.211,0,93,0.498,1.046,6,6,5.14,4.43,4.1,-0.1667,-0.1667,5,0,Medium
2022-07-28,7,209,30,36.66,69.13,4.11,0.335,0.233,554.0,73.22,0.617,0.784,0.517,2.28,0.728,0.459,0,117,0.272,0.985,10,3,4.29,4.5,4.13,-0.6,0.3333,4,0,Low
2022-07-29,7,210,30,43.29,77.28,9.47,0.374,0.349,489.0,88.63,0.6,0.785,0.425,2.68,0.863,0.287,0,94,0.585,1.213,3,3,4.86,4.79,4.27,1.3333,1.3333,7,0,High
2022-07-30,7,211,30,36.68,69.07,4.16,0.301,0.293,660.0,69.59,0.614,0.703,0.597,2.97,0.625,0.257,0,103,0.401,1.11,4,6,4.86,4.64,4.27,0.0,-0.3333,4,0,Low
2022-07-31,7,212,30,37.77,75.02,5.75,0.334,0.327,591.0,84.18,0.564,0.581,0.618,2.52,0.755,0.39,0,98,0.646,0.814,5,3,5.0,4.86,4.37,0.2,1.0,6,0,Medium
2022-08-01,8,213,31,37.35,75.18,5.72,0.379,0.374,492.0,76.8,0.606,0.888,0.559,3.0,0.758,0.464,0,115,0.336,1.064,4,2,5.29,5.14,4.43,0.5,2.0,6,0,Medium
2022-08-02,8,214,31,36.7,82.13,10.53,0.369,0.329,461.0,86.18,0.638,0.754,0.609,2.78,0.6,0.11,0,93,0.297,1.023,5,3,5.57,5.43,4.53,0.4,1.3333,7,0,High
2022-08-03,8,215,31,34.71,78.83,8.0,0.42,0.335,607.0,68.62,0.573,0.731,0.63,2.42,0.633,0.279,0,101,0.528,0.584,5,6,6.0,5.57,4.67,0.6,0.3333,8,0,High
2022-08-04,8,216,31,36.8,76.2,8.43,0.533,0.377,581.0,78.96,0.572,0.691,0.67,2.73,0.648,0.344,0,94,0.395,0.895,4,10,6.71,5.5,4.83,1.25,-0.1,9,0,High
2022-08-05,8,217,31,33.68,81.62,6.9,0.406,0.369,387.0,71.41,0.621,0.556,0.584,2.33,0.464,0.227,1,105,0.45,1.015,7,3,7.29,6.07,5.07,0.5714,2.6667,11,0,High
2022-08-06,8,218,31,34.69,85.4,9.04,0.365,0.409,587.0,42.11,0.571,0.811,0.597,2.6,0.592,0.409,0,158,0.195,1.1664,4,4,7.86,6.36,5.2,1.0,1.0,8,0,High
2022-08-07,8,219,31,34.13,80.76,7.85,0.483,0.405,488.0,61.1,0.593,0.635,0.587,2.07,0.874,0.489,0,123,0.561,1.2948,6,5,8.43,6.71,5.4,0.6667,1.0,10,0,High
2022-08-08,8,220,32,35.2,77.81,9.14,0.339,0.317,431.0,77.82,0.644,0.764,0.602,2.47,0.806,0.477,0,143,0.527,1.224,6,4,8.86,7.07,5.6,0.5,1.25,9,0,High
2022-08-09,8,221,32,39.6,70.21,8.77,0.354,0.274,342.0,77.16,0.574,0.782,0.564,2.9,0.563,0.206,0,145,0.593,1.3019999999999998,7,5,30.0,17.79,10.63,21.1429,30.0,155,1,Critical
2022-08-10,8,222,32,31.17,72.02,4.43,0.4,0.294,478.0,59.05,0.647,0.747,0.564,2.81,0.648,0.191,0,139,0.105,1.2504,8,5,32.14,19.07,11.27,1.875,3.6,23,1,High
2022-08-11,8,223,32,36.21,76.9,7.62,0.421,0.325,499.0,74.2,0.591,0.758,0.568,2.75,0.796,0.483,0,118,0.141,1.1928,9,4,37.29,22.0,12.67,4.0,10.25,45,1,Critical
2022-08-12,8,224,32,31.54,75.38,5.18,0.41,0.349,627.0,77.03,0.567,0.828,0.611,2.61,0.717,0.283,0,130,0.216,1.248,11,7,40.43,23.86,13.57,2.0,3.7143,33,1,High
2022-08-13,8,225,32,33.74,78.22,7.24,0.444,0.347,577.0,71.65,0.619,0.657,0.541,2.56,0.77,0.183,0,135,0.307,1.092,8,4,46.43,27.14,15.13,5.25,11.5,50,1,Critical
2022-08-14,8,226,32,36.79,79.98,6.67,0.465,0.324,453.0,79.29,0.605,0.733,0.568,1.99,0.73,0.383,0,140,0.11,1.0752,10,6,51.14,29.79,16.47,3.3,6.1667,43,1,Critical
2022-08-15,8,227,33,34.66,83.11,7.35,0.51,0.385,531.0,77.93,0.602,0.702,0.727,2.42,0.682,0.214,0,136,0.465,1.2299999999999998,9,6,57.14,33.0,17.97,4.6667,7.5,51,1,Critical
2022-08-16,8,228,33,32.3,79.8,6.83,0.467,0.286,566.0,71.65,0.579,0.573,0.663,2.57,0.625,0.207,0,81,0.271,0.498,155,7,42.0,36.0,19.5,-0.6839,6.0,49,1,Critical
2022-08-17,8,229,33,32.94,83.41,8.62,0.439,0.411,507.0,66.89,0.605,0.743,0.533,2.05,0.471,0.452,0,93,0.576,0.907,23,8,43.14,37.64,20.47,0.3478,2.875,31,1,High
2022-08-18,8,230,33,35.64,81.15,7.04,0.524,0.288,453.0,82.43,0.54,0.82,0.661,1.8,0.754,0.165,0,113,0.728,0.823,45,9,44.14,40.71,22.1,0.1556,4.7778,52,1,High
2022-08-19,8,231,33,32.74,69.17,6.47,0.437,0.32,457.0,76.63,0.609,0.83,0.644,2.95,0.617,0.126,0,86,0.243,0.793,33,11,43.71,42.07,22.9,-0.0909,1.7273,30,1,Medium
2022-08-20,8,232,33,34.54,75.64,6.16,0.402,0.328,531.0,58.19,0.642,0.869,0.593,2.52,0.403,0.208,0,92,0.212,0.921,50,8,41.43,43.93,23.7,-0.32,3.25,34,1,Medium
2022-08-21,8,233,33,34.11,80.66,6.27,0.549,0.337,533.0,74.21,0.55,0.578,0.55,2.58,0.568,0.343,0,100,0.485,0.665,43,10,42.14,46.64,25.2,0.1163,3.8,48,1,High
2022-08-22,8,234,34,32.63,74.5,7.96,0.55,0.337,477.0,60.49,0.591,0.85,0.542,2.72,0.778,0.149,0,102,0.367,0.922,51,9,39.71,48.43,26.2,-0.3333,2.7778,34,1,Medium
2022-08-23,8,235,34,38.12,85.59,7.79,0.459,0.429,290.0,62.35,0.577,0.735,0.616,2.11,0.363,0.289,0,108,0.417,1.058,49,155,37.0,39.5,27.03,-0.3878,-0.8065,30,0,Low
2022-08-24,8,236,34,35.01,91.39,9.41,0.483,0.498,397.0,65.48,0.558,0.848,0.541,2.34,0.496,0.351,0,91,0.589,1.263,31,23,37.57,40.36,28.07,0.129,0.5217,35,0,Medium
2022-08-25,8,237,34,29.59,89.74,10.26,0.462,0.461,550.0,72.45,0.542,0.688,0.677,3.1,0.671,0.439,0,100,0.301,1.55,52,45,35.0,39.57,29.03,-0.3462,-0.2444,34,0,Medium
2022-08-26,8,238,34,33.92,81.35,7.08,0.529,0.369,330.0,75.74,0.569,0.678,0.697,2.3,0.861,0.192,0,85,0.158,0.543,30,33,36.14,39.93,30.13,0.2667,0.1515,38,0,Medium
2022-08-27,8,239,34,32.12,91.77,8.47,0.604,0.374,595.0,67.91,0.597,0.623,0.597,2.39,0.8,0.427,0,112,0.129,0.767,34,50,36.57,39.0,31.23,0.0882,-0.26,37,0,Medium
2022-08-28,8,240,34,35.05,83.91,7.72,0.558,0.349,583.0,68.35,0.639,0.782,0.68,2.23,0.875,0.194,0,93,0.318,0.922,48,43,34.0,38.07,32.0,-0.375,-0.3023,30,0,Low
2022-08-29,8,241,35,31.66,81.17,12.01,0.579,0.344,503.0,66.97,0.559,0.761,0.571,2.2,0.681,0.371,0,94,0.287,1.035,34,51,33.71,36.71,32.93,-0.0588,-0.3725,32,0,Medium
2022-08-30,8,242,35,32.91,79.69,7.99,0.573,0.39,548.0,82.48,0.614,0.631,0.55,2.94,0.619,0.272,0,107,0.506,1.091,30,49,35.0,36.0,34.03,0.3,-0.2041,39,0,Medium
2022-08-31,8,243,35,34.04,81.72,8.57,0.536,0.335,542.0,43.47,0.612,0.547,0.677,1.51,0.776,0.146,0,105,0.601,0.847,35,31,35.71,36.64,35.17,0.1429,0.2903,40,0,Medium
2022-09-01,9,244,35,34.65,81.36,8.27,0.595,0.339,491.0,68.91,0.656,0.753,0.711,2.32,0.515,0.386,0,109,0.6,0.4,34,52,36.57,35.79,36.27,0.1765,-0.2308,40,0,Medium
2022-09-02,9,245,35,30.41,84.86,7.42,0.582,0.451,390.0,87.45,0.623,0.762,0.737,2.59,0.503,0.187,0,106,0.224,1.259,38,30,36.86,36.5,37.33,0.0526,0.3333,40,0,Medium
2022-09-03,9,246,35,32.03,84.94,8.07,0.621,0.364,577.0,77.17,0.625,0.641,0.623,3.18,0.477,0.171,0,94,0.205,1.126,37,34,36.43,36.5,38.17,-0.0811,0.0,34,0,Medium
